total cputime:  501.33s

CPU time taken to compile certain object files
----------------------------------------------
 67.86s | build/ProcessLib/CMakeFiles/ProcessLib.dir/GroundwaterFlowProcess.cpp.o
  2.76s | build/FileIO/CMakeFiles/FileIO.dir/GMSHInterface.cpp.o
  2.75s | build/GeoLib/CMakeFiles/GeoLib.dir/Polygon.cpp.o
  2.71s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshEditing/MeshRevision.cpp.o
  2.69s | build/FileIO/CMakeFiles/FileIO.dir/TetGenInterface.cpp.o
  2.68s | build/GeoLib/CMakeFiles/GeoLib.dir/GEOObjects.cpp.o
  2.66s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestPoint3d.cpp.o
  2.60s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestFunctionInterpolation.cpp.o
  2.56s | build/InSituLib/CMakeFiles/InSituLib.dir/VtkMappedMeshSource.cpp.o
  2.53s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshSurfaceExtraction.cpp.o
  2.43s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestDistribution.cpp.o
  2.36s | build/FileIO/CMakeFiles/FileIO.dir/Legacy/MeshIO.cpp.o
  2.31s | build/FileIO/CMakeFiles/FileIO.dir/Legacy/OGSIOVer4.cpp.o
  2.30s | build/FileIO/CMakeFiles/FileIO.dir/GMSInterface.cpp.o
  2.28s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/MeshNodeSearcher.cpp.o
  2.26s | build/GeoLib/CMakeFiles/GeoLib.dir/AnalyticalGeometry.cpp.o
  2.24s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestNonlinearNewton.cpp.o
  2.23s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/MeshSubsets.cpp.o
  2.19s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestOctTree.cpp.o
  2.19s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshEditing/Mesh2MeshPropertyInterpolation.cpp.o
  2.18s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestNonlinearPicard.cpp.o
  2.16s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestGEOObjectsMerge.cpp.o
  2.16s | build/SimpleTests/MeshTests/CMakeFiles/MeshRead.dir/MeshRead.cpp.o
  2.14s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestCoordinatesMappingLocal.cpp.o
  2.12s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestBoundaryElementSearch.cpp.o
  2.09s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestMeshNodeSearch.cpp.o
  2.08s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestDenseGaussAlgorithm.cpp.o
  2.06s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshGenerators/LayeredVolume.cpp.o
  2.06s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshGenerators/MeshLayerMapper.cpp.o
  2.06s | build/MeshLib/CMakeFiles/MeshLib.dir/convertMeshToGeo.cpp.o
  2.05s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestElementStatus.cpp.o
  2.04s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestAABB.cpp.o
  2.01s | build/SimpleTests/MatrixTests/CMakeFiles/MatVecMultPthreads.dir/MatVecMultPthreads.cpp.o
  2.00s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestGrid.cpp.o
  2.00s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestTimeSteppingFixed.cpp.o
  1.99s | build/FileIO/CMakeFiles/FileIO.dir/GmshIO/GMSHPolygonTree.cpp.o
  1.97s | build/SimpleTests/MatrixTests/CMakeFiles/MatMult.dir/MatMult.cpp.o
  1.96s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestEigenCSR.cpp.o
  1.96s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshGenerators/LayeredMeshGenerator.cpp.o
  1.95s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestMeshValidation.cpp.o
  1.94s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestMeshRevision.cpp.o
  1.93s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshQuality/AngleSkewMetric.cpp.o
  1.93s | build/GeoLib/CMakeFiles/GeoLib.dir/PointVec.cpp.o
  1.89s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/AppendLinesAlongPolyline.cpp.o
  1.88s | build/FileIO/CMakeFiles/FileIO.dir/SHPInterface.cpp.o
  1.88s | build/MeshLib/CMakeFiles/MeshLib.dir/ElementCoordinatesMappingLocal.cpp.o
  1.86s | build/ProcessLib/CMakeFiles/ProcessLib.dir/InitialCondition.cpp.o
  1.86s | build/ProcessLib/CMakeFiles/ProcessLib.dir/Parameter.cpp.o
  1.84s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestSpatialFunction.cpp.o
  1.83s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestShapeMatrices.cpp.o
  1.83s | build/FileIO/CMakeFiles/FileIO.dir/writeGeometryToFile.cpp.o
  1.82s | build/MeshLib/CMakeFiles/MeshLib.dir/Mesh.cpp.o
  1.81s | build/FileIO/CMakeFiles/FileIO.dir/readGeometryFromFile.cpp.o
  1.80s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Eigen/EigenTools.cpp.o
  1.80s | build/NumLib/CMakeFiles/NumLib.dir/TimeStepping/Algorithms/FixedTimeStepping.cpp.o
  1.80s | build/BaseLib/CMakeFiles/BaseLib.dir/StringTools.cpp.o
  1.78s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestComputeAndInsertAllIntersectionPoints.cpp.o
  1.77s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/BoundaryElementsAlongPolyline.cpp.o
  1.77s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestNodeAdjacencyTable.cpp.o
  1.77s | build/BaseLib/CMakeFiles/BaseLib.dir/FileTools.cpp.o
  1.76s | build/Tests/CMakeFiles/testrunner.dir/InSituLib/TestVtkMeshNodalCoordinatesTemplate.cpp.o
  1.76s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestTriLineMesh.cpp.o
  1.74s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestVtkMeshConverter.cpp.o
  1.74s | build/GeoLib/CMakeFiles/GeoLib.dir/Triangle.cpp.o
  1.74s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestPntInElement.cpp.o
  1.74s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestProjectMeshOnPlane.cpp.o
  1.72s | build/Tests/CMakeFiles/testrunner.dir/FileIO/TestCsvReader.cpp.o
  1.71s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/BoundaryElementsSearcher.cpp.o
  1.70s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestNodeSearch.cpp.o
  1.69s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestPointVec.cpp.o
  1.69s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestQuadMesh.cpp.o
  1.69s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshGenerators/ConvertRasterToMesh.cpp.o
  1.69s | build/FileIO/CMakeFiles/FileIO.dir/VtkIO/VtuInterface.cpp.o
  1.66s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshQuality/MeshValidation.cpp.o
  1.64s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestMeshGenerator.cpp.o
  1.64s | build/GeoLib/CMakeFiles/GeoLib.dir/Polyline.cpp.o
  1.63s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/MeshNodesOnPoint.cpp.o
  1.63s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestSimplePolygonTree.cpp.o
  1.63s | build/FileIO/CMakeFiles/FileIO.dir/GmshIO/GMSHAdaptiveMeshDensity.cpp.o
  1.62s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestDuplicate.cpp.o
  1.62s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestRemove.cpp.o
  1.61s | build/Tests/CMakeFiles/testrunner.dir/AssemblerLib/TestSerialExecutor.cpp.o
  1.61s | build/MeshLib/CMakeFiles/MeshLib.dir/ElementStatus.cpp.o
  1.60s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshSearch/ElementSearch.cpp.o
  1.59s | build/Tests/CMakeFiles/testrunner.dir/FileIO/TestGLIReader.cpp.o
  1.59s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestLineMesh.cpp.o
  1.59s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshSearch/NodeSearch.cpp.o
  1.59s | build/GeoLib/CMakeFiles/GeoLib.dir/Surface.cpp.o
  1.58s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshEditing/RemoveMeshComponents.cpp.o
  1.56s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestElementConstants.cpp.o
  1.55s | build/FileIO/CMakeFiles/FileIO.dir/readMeshFromFile.cpp.o
  1.54s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestShapeFunctions.cpp.o
  1.53s | build/FileIO/CMakeFiles/FileIO.dir/PetrelInterface.cpp.o
  1.51s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/BoundaryElementsOnSurface.cpp.o
  1.51s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshGenerators/MeshGenerator.cpp.o
  1.50s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshQuality/ElementQualityMetric.cpp.o
  1.48s | build/NumLib/CMakeFiles/NumLib.dir/Function/LinearInterpolationOnSurface.cpp.o
  1.47s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestTimeSteppingIterationNumber.cpp.o
  1.45s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestUniqueMeshId.cpp.o
  1.44s | build/InSituLib/CMakeFiles/InSituLib.dir/VtkMappedMesh.cpp.o
  1.41s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestPolygon.cpp.o
  1.40s | build/Tests/CMakeFiles/testrunner.dir/BaseLib/excludeObjectCopy.cpp.o
  1.40s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestLineSegmentIntersect.cpp.o
  1.38s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestBoundingSphere.cpp.o
  1.37s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/MeshNodesAlongPolyline.cpp.o
  1.37s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestPolyline.cpp.o
  1.36s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/BoundaryElementsAtPoint.cpp.o
  1.36s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/TemplateElement.cpp.o
  1.36s | build/FileIO/CMakeFiles/FileIO.dir/RapidXmlIO/RapidStnInterface.cpp.o
  1.35s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshInformation.cpp.o
  1.35s | build/GeoLib/CMakeFiles/GeoLib.dir/StationBorehole.cpp.o
  1.34s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestIsPointInTriangle.cpp.o
  1.34s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestFemIntegration.cpp.o
  1.34s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshEditing/ElementValueModification.cpp.o
  1.34s | build/GeoLib/CMakeFiles/GeoLib.dir/SurfaceGrid.cpp.o
  1.31s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestComputeRotationMatrix.cpp.o
  1.30s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestPointsOnAPlane.cpp.o
  1.27s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestVector3.cpp.o
  1.26s | build/Tests/CMakeFiles/testrunner.dir/MeshLib/TestMoveMeshNodes.cpp.o
  1.25s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestParallel.cpp.o
  1.25s | build/MeshLib/CMakeFiles/MeshLib.dir/Properties.cpp.o
  1.25s | build/FileIO/CMakeFiles/FileIO.dir/TINInterface.cpp.o
  1.23s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestTemplatePoint.cpp.o
  1.23s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestWeightedPoint.cpp.o
  1.22s | build/Tests/CMakeFiles/testrunner.dir/GeoLib/TestDividedByPlane.cpp.o
  1.22s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestGlobalDenseMatrix.cpp.o
  1.21s | build/GeoLib/CMakeFiles/GeoLib.dir/EarClippingTriangulation.cpp.o
  1.20s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshEditing/DuplicateMeshComponents.cpp.o
  1.20s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshQuality/EdgeRatioMetric.cpp.o
  1.20s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshQuality/RadiusEdgeRatioMetric.cpp.o
  1.20s | build/GeoLib/CMakeFiles/GeoLib.dir/MinimalBoundingSphere.cpp.o
  1.16s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestMatrixAssemblyTemplate.cpp.o
  1.15s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestPoint3dWithID.cpp.o
  1.14s | build/FileIO/CMakeFiles/FileIO.dir/writeMeshToFile.cpp.o
  1.13s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestDenseMatrix.cpp.o
  1.13s | build/MathLib/CMakeFiles/MathLib.dir/InterpolationAlgorithms/PiecewiseLinearInterpolation.cpp.o
  1.11s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/CellRule.cpp.o
  1.11s | build/FileIO/CMakeFiles/FileIO.dir/CsvInterface.cpp.o
  1.10s | build/NumLib/CMakeFiles/NumLib.dir/Distribution/Distribution.cpp.o
  1.10s | build/MeshLib/CMakeFiles/MeshLib.dir/CoordinateSystem.cpp.o
  1.09s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/HexRule20.cpp.o
  1.08s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/HexRule8.cpp.o
  1.08s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/PyramidRule5.cpp.o
  1.08s | build/MeshLib/CMakeFiles/MeshLib.dir/Node.cpp.o
  1.07s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/MeshNodesAlongSurface.cpp.o
  1.05s | build/NumLib/CMakeFiles/NumLib.dir/Function/LinearInterpolationAlongPolyline.cpp.o
  1.05s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/Element.cpp.o
  1.05s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/LineRule2.cpp.o
  1.03s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/FaceRule.cpp.o
  1.03s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/PrismRule6.cpp.o
  1.03s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/TriRule3.cpp.o
  1.03s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshQuality/SizeDifferenceMetric.cpp.o
  1.02s | build/MeshGeoToolsLib/CMakeFiles/MeshGeoToolsLib.dir/HeuristicSearchLength.cpp.o
  1.02s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/PrismRule15.cpp.o
  1.02s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshQuality/ElementSizeMetric.cpp.o
  1.01s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/QuadRule4.cpp.o
  1.01s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/TetRule4.cpp.o
  1.00s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/PointRule1.cpp.o
  1.00s | build/FileIO/CMakeFiles/FileIO.dir/AsciiRasterInterface.cpp.o
  0.99s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/PyramidRule13.cpp.o
  0.98s | build/GeoLib/CMakeFiles/GeoLib.dir/SensorData.cpp.o
  0.97s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/EdgeReturn.cpp.o
  0.97s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/TetRule10.cpp.o
  0.96s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/QuadRule8.cpp.o
  0.96s | build/GeoLib/CMakeFiles/GeoLib.dir/Station.cpp.o
  0.95s | build/GeoLib/CMakeFiles/GeoLib.dir/Raster.cpp.o
  0.94s | build/FileIO/CMakeFiles/FileIO.dir/GmshIO/GMSHPoint.cpp.o
  0.93s | build/GeoLib/CMakeFiles/GeoLib.dir/SimplePolygonTree.cpp.o
  0.91s | build/MeshLib/CMakeFiles/MeshLib.dir/Elements/TriRule6.cpp.o
  0.90s | build/GeoLib/CMakeFiles/GeoLib.dir/PolylineWithSegmentMarker.cpp.o
  0.81s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestPiecewiseLinearInterpolation.cpp.o
  0.80s | build/NumLib/CMakeFiles/NumLib.dir/TimeStepping/Algorithms/IterationNumberBasedAdaptiveTimeStepping.cpp.o
  0.80s | build/Tests/CMakeFiles/testrunner.dir/testrunner.cpp.o
  0.78s | build/Tests/CMakeFiles/testrunner.dir/BaseLib/TestSwap.cpp.o
  0.77s | build/Tests/CMakeFiles/testrunner.dir/NumLib/TestTimeStep.cpp.o
  0.76s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Dense/DenseTools.cpp.o
  0.75s | build/Tests/CMakeFiles/testrunner.dir/MathLib/TestIntegration.cpp.o
  0.69s | build/Tests/CMakeFiles/testrunner.dir/BaseLib/TestSystemTools.cpp.o
  0.69s | build/GeoLib/CMakeFiles/GeoLib.dir/Point.cpp.o
  0.48s | build/SimpleTests/SolverTests/CMakeFiles/BiCGStabDiagPrecond.dir/BiCGStabDiagPrecond.cpp.o
  0.46s | build/SimpleTests/MatrixTests/CMakeFiles/MatTestRemoveRowsCols.dir/MatTestRemoveRowsCols.cpp.o
  0.46s | build/BaseLib/CMakeFiles/BaseLib.dir/DateTools.cpp.o
  0.45s | build/SimpleTests/SolverTests/CMakeFiles/ConjugateGradientDiagPrecond.dir/ConjugateGradientDiagonalPreconditioned.cpp.o
  0.45s | build/MeshLib/CMakeFiles/MeshLib.dir/MeshEnums.cpp.o
  0.44s | build/SimpleTests/SolverTests/CMakeFiles/ConjugateGradientUnpreconditioned.dir/ConjugateGradientUnpreconditioned.cpp.o
  0.44s | build/SimpleTests/SolverTests/CMakeFiles/GMResDiagPrecond.dir/GMResDiagPrecond.cpp.o
  0.41s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Solvers/CGParallel.cpp.o
  0.39s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Solvers/GMRes.cpp.o
  0.38s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Solvers/BiCGStab.cpp.o
  0.38s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Solvers/CG.cpp.o
  0.33s | build/FileIO/CMakeFiles/FileIO.dir/GmshIO/GMSHLineLoop.cpp.o
  0.32s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Sparse/MatrixSparsityPattern.cpp.o
  0.31s | build/MathLib/CMakeFiles/MathLib.dir/Nonlinear/Picard.cpp.o
  0.30s | build/BaseLib/CMakeFiles/BaseLib.dir/MemWatch.cpp.o
  0.29s | build/FileIO/CMakeFiles/FileIO.dir/Writer.cpp.o
  0.29s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Preconditioner/generateDiagPrecond.cpp.o
  0.26s | build/FileIO/CMakeFiles/FileIO.dir/XmlIO/XMLInterface.cpp.o
  0.24s | build/BaseLib/CMakeFiles/BaseLib.dir/BuildInfo.cpp.o
  0.21s | build/MeshLib/CMakeFiles/MeshLib.dir/Location.cpp.o
  0.21s | build/FileIO/CMakeFiles/FileIO.dir/GmshIO/GMSHLine.cpp.o
  0.21s | build/GeoLib/CMakeFiles/GeoLib.dir/GeoType.cpp.o
  0.18s | build/MeshLib/CMakeFiles/MeshLib.dir/VtkOGSEnum.cpp.o
  0.17s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/LinAlgEnums.cpp.o
  0.17s | build/MathLib/CMakeFiles/MathLib.dir/Integration/GaussLegendrePyramid.cpp.o
  0.16s | build/MathLib/CMakeFiles/MathLib.dir/Integration/GaussLegendreTri.cpp.o
  0.15s | build/MathLib/CMakeFiles/MathLib.dir/Integration/GaussLegendreTet.cpp.o
  0.15s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Eigen/EigenOption.cpp.o
  0.12s | build/FileIO/CMakeFiles/FileIO.dir/GmshIO/GMSHFixedMeshDensity.cpp.o
  0.04s | build/MathLib/CMakeFiles/MathLib.dir/MathTools.cpp.o
  0.03s | build/MathLib/CMakeFiles/MathLib.dir/LinAlg/Sparse/amuxCRS.cpp.o
  0.00s | build/MathLib/CMakeFiles/MathLib.dir/Integration/GaussLegendre.cpp.o

Percentage of total compile time triggered by changes in certain source files
-----------------------------------------------------------------------------
 87.26% | src/MathLib/TemplatePoint.h
 86.80% | src/MathLib/MathTools.h
 81.84% | src/MathLib/Point3d.h
 78.69% | src/MathLib/Point3dWithID.h
 70.75% | src/MathLib/Vector3.h
 66.65% | src/BaseLib/excludeObjectCopy.h
 66.41% | src/MeshLib/Location.h
 66.37% | src/MeshLib/Properties-impl.h
 66.37% | src/MeshLib/Properties.h
 66.37% | src/MeshLib/PropertyVector.h
 66.25% | src/MeshLib/MeshEnums.h
 66.12% | src/BaseLib/Counter.h
 66.12% | src/MeshLib/Mesh.h
 61.25% | src/MeshLib/Elements/Element.h
 61.25% | src/MeshLib/MeshQuality/ElementErrorCode.h
 60.29% | src/MeshLib/Node.h
 59.57% | src/GeoLib/GeoType.h
 59.52% | src/GeoLib/GeoObject.h
 59.52% | src/GeoLib/Point.h
 53.30% | src/GeoLib/AABB.h
 46.00% | src/MathLib/LinAlg/Dense/DenseMatrix-impl.h
 46.00% | src/MathLib/LinAlg/Dense/DenseMatrix.h
 42.35% | src/GeoLib/Polyline.h
 40.10% | src/MeshLib/Elements/EdgeReturn.h
 39.30% | src/MeshLib/Elements/TemplateElement-impl.h
 39.30% | src/MeshLib/Elements/TemplateElement.h
 36.97% | src/MeshLib/Elements/EdgeRule.h
 36.97% | src/MeshLib/Elements/LineRule2.h
 36.76% | src/MeshLib/Elements/Line.h
 36.76% | src/MeshLib/Elements/LineRule3.h
 36.47% | src/GeoLib/Surface.h
 35.97% | src/MeshLib/Elements/FaceRule.h
 35.27% | src/GeoLib/SensorData.h
 35.14% | src/BaseLib/ConfigTree.h
 35.08% | src/GeoLib/Station.h
 34.32% | src/GeoLib/OctTree-impl.h
 34.32% | src/GeoLib/OctTree.h
 34.26% | src/GeoLib/TemplateVec.h
 33.90% | src/MeshLib/Elements/QuadRule4.h
 33.89% | src/GeoLib/PointVec.h
 33.69% | src/MeshLib/Elements/QuadRule8.h
 33.50% | src/MeshLib/Elements/Quad.h
 33.50% | src/MeshLib/Elements/QuadRule9.h
 32.84% | src/GeoLib/PolylineVec.h
 32.47% | src/GeoLib/GEOObjects.h
 32.47% | src/GeoLib/GeoDomain.h
 32.47% | src/GeoLib/SurfaceVec.h
 32.36% | src/MeshLib/Elements/TriRule3.h
 32.28% | src/MeshLib/Elements/CellRule.h
 32.15% | src/MeshLib/Elements/TriRule6.h
 31.97% | src/MeshLib/Elements/Tri.h
 29.33% | src/MeshLib/Elements/HexRule8.h
 29.19% | src/MathLib/LinAlg/RowColumnIndices.h
 29.16% | src/MathLib/LinAlg/Solvers/GaussAlgorithm-impl.h
 29.16% | src/MathLib/LinAlg/Solvers/GaussAlgorithm.h
 29.16% | src/MathLib/LinAlg/Solvers/TriangularSolve-impl.h
 29.16% | src/MathLib/LinAlg/Solvers/TriangularSolve.h
 29.11% | src/MeshLib/Elements/HexRule20.h
 28.90% | src/MeshLib/Elements/Hex.h
 28.86% | src/MeshLib/Elements/TetRule4.h
 28.71% | src/MathLib/LinAlg/Eigen/EigenMatrix.h
 28.71% | src/MathLib/LinAlg/Eigen/EigenVector.h
 28.71% | src/MathLib/LinAlg/Lis/LisCheck.h
 28.71% | src/MathLib/LinAlg/Lis/LisMatrix.h
 28.71% | src/MathLib/LinAlg/Lis/LisOption.h
